record_id,institution_id,department,course_id,faculty_id,semester,course_level,class_size,attendance_rate,student_engagement_score,lms_login_frequency,learning_material_views,assignment_submission_rate,assignment_average_score,quiz_average_score,midterm_exam_score,final_exam_score,course_completion_rate,discussion_forum_activity,student_question_count,faculty_response_time_hr,feedback_submission_rate,course_evaluation_score,teaching_material_quality,lecture_delivery_score,interactive_teaching_score,practical_session_score,assessment_fairness_score,curriculum_coverage_pct,technology_usage_score,student_satisfaction_score,faculty_experience_years,faculty_training_hours,peer_review_score,classroom_interaction_rate,academic_support_sessions,learning_outcome_achievement,instructional_effectiveness_score,overall_teaching_index,teaching_quality_level
3783,INST_15,Mathematics,COURSE_079,FAC_0528,Semester 4,Postgraduate,123,85.02,82.04,31,262,45.59,89.73,90.47,56.74,33.19,51.7,74,73,48.77,30.04,1.51,53.33,41.41,40.8,86.66,50.63,70.75,38.26,36.38,8,19.15,2.53,58.55,4,71.43,87.02,60.99,Good
14351,INST_18,Mathematics,COURSE_064,FAC_0069,Semester 3,Postgraduate,77,61.45,70.84,34,200,99.11,92.23,93.01,36.37,29.63,51.21,233,51,2.04,95.87,2.07,79.09,92.62,66.44,43.01,99.53,66.66,83.85,55.08,34,40.04,3.85,47.42,17,90.52,62.82,73.34,Good
1145,INST_02,Electrical Engineering,COURSE_164,FAC_0575,Semester 1,Doctoral,85,91.96,97.19,106,80,58.52,65.53,76.96,80.26,87.04,43.93,200,45,48.68,64.46,1.39,62.76,72.73,75.71,98.24,92.38,77.03,95.9,42.17,21,99.92,3.84,79.57,31,44.52,58.31,56.54,Good
12233,INST_11,Civil Engineering,COURSE_200,FAC_0210,Semester 3,Undergraduate,23,99,76.51,22,117,69.63,57.43,31.93,62.29,37.02,82.81,291,69,27.34,43.33,3.47,86.61,62.82,82.16,55.63,54.36,80.25,85.47,74.21,35,62.48,3.57,43.93,24,55.36,68.04,63.25,Average
2511,INST_11,Business Administration,COURSE_099,FAC_0107,Semester 1,Doctoral,144,67.2,89.56,111,378,54.41,98.69,45.37,43.83,33.04,63.51,35,39,14.2,98.61,4.22,81.1,40.31,60.81,43.45,62.62,99.53,21.19,62.96,23,102.34,4.85,35.18,14,52.46,50.99,60.67,Good
7380,INST_02,Electrical Engineering,COURSE_130,FAC_0531,Semester 2,Postgraduate,138,84.88,96.13,117,243,74.76,64.47,58.01,98.49,65.87,42.77,99,74,68.46,80.4,3.31,55.22,91.82,84.33,86.02,62.28,62.92,72.89,44.57,30,11.63,1.99,53.39,30,73.76,94.51,33.63,Good
2274,INST_08,Chemistry,COURSE_047,FAC_0100,Semester 4,Postgraduate,149,94.77,43.96,26,476,95.88,75.55,39.07,93.11,85.41,50.94,160,16,24.45,98.7,2.08,44.6,47.36,48.17,66.59,66.2,77.83,22.83,89.21,16,78.64,4.03,80.86,2,94.16,78.06,84.96,Average
2861,INST_13,Business Administration,COURSE_117,FAC_0447,Semester 3,Postgraduate,94,81.58,49.56,33,114,57.27,78.66,42.54,35.55,28.97,44.63,191,60,52.83,21.84,4.07,66.91,54.07,94.73,79.58,81.65,89.86,46.8,92.45,17,66.54,3.89,97.6,16,76.05,37.95,87.11,Average
1222,INST_15,Biotechnology,COURSE_053,FAC_0578,Semester 3,Undergraduate,106,94.6,41.75,108,91,96.61,91.52,98.36,76.94,50.4,88.97,165,51,12.97,98.78,2.68,65.79,55.41,93.77,98.02,70.18,71.89,21.95,96.29,34,17.26,3.49,45.44,41,80.24,57.93,49.06,Average
10813,INST_03,Economics,COURSE_093,FAC_0061,Semester 1,Doctoral,81,59.4,79.64,115,25,76.43,53.61,93.64,68.23,66.67,41.54,133,52,53.08,67.13,2.76,65.58,91.34,91.68,98.28,55.9,93.87,26.99,66.2,23,98.45,3.72,87.69,46,53.3,94.14,66.13,Average
4865,INST_16,Electrical Engineering,COURSE_125,FAC_0450,Semester 1,Doctoral,94,95.36,74.67,101,396,86.36,93.85,60.52,26.65,44.67,96.05,269,31,8.04,38.71,3.99,80.55,64.5,47.89,79.99,83.3,84.3,28.45,77.02,1,119.19,2.11,29.31,42,91.45,96.13,42,Good
14541,INST_20,Biotechnology,COURSE_073,FAC_0148,Semester 4,Postgraduate,94,68.51,42.65,53,357,69.66,60.89,30.54,61.3,72.09,49.61,171,16,3.01,69.54,4.23,42.81,80.89,81.03,79.95,68.7,83.33,85.42,68.82,31,2.38,3.97,54.93,40,99.63,65.7,38.59,Poor
7311,INST_01,Civil Engineering,COURSE_100,FAC_0337,Semester 4,Postgraduate,149,64.68,41.27,146,479,45.77,64.93,66.18,69.07,97.84,65.41,115,72,36.47,20.26,2.31,78.06,52.4,56.01,84.38,42.52,86.18,37.54,55.93,24,30.09,4.87,53.94,50,41.85,98.47,46.64,Average
11520,INST_04,Electronics,COURSE_037,FAC_0004,Semester 3,Undergraduate,64,81.22,67.12,58,120,91.89,65.96,65.91,86.38,85.24,93.98,299,39,53.08,98.29,1.75,99.56,95.58,49.93,76.28,90.47,84.15,42.94,40.45,24,45.97,4.05,88.5,40,53.97,76.31,32.18,Good
13896,INST_09,Electronics,COURSE_086,FAC_0595,Semester 2,Doctoral,81,62.01,84.29,146,446,85.39,63,65.48,45.5,38.55,59.1,72,22,1.42,75.72,3.45,52.22,77.87,57.45,72.28,90.77,74.52,93.09,73.25,26,73.33,3.46,91.99,37,85.19,86.99,76.58,Average
6758,INST_01,Business Administration,COURSE_055,FAC_0267,Semester 4,Postgraduate,33,66.03,41.71,147,467,79.16,83.61,74.49,33.33,56.8,56.79,94,79,50.56,81.93,1.48,71.5,47.85,85.81,69.56,68.19,98.18,68.46,31.92,20,38.5,4.68,26.81,0,48.72,98.5,33.42,Poor
4925,INST_15,Physics,COURSE_128,FAC_0281,Semester 4,Undergraduate,89,80.57,80.29,60,374,90.19,48.1,74.34,68.76,43.54,89.56,122,67,32.6,86.88,4.85,64.36,68.97,96,81,90.61,70.67,21.47,92.97,35,4.31,3.28,57.44,23,54.32,96.23,97.19,Good
4533,INST_19,Computer Science,COURSE_135,FAC_0397,Semester 1,Doctoral,146,75.93,61.76,116,69,80.82,55.36,58,55.97,34.17,54.1,122,65,68.37,83.08,3.65,87.08,53.24,72.33,45.55,85.67,69.53,43.61,68.4,7,3.05,2.43,78.38,25,40.21,64.63,68.35,Average
6393,INST_18,Chemistry,COURSE_136,FAC_0581,Semester 1,Doctoral,25,72.59,54.73,71,249,82.24,81.74,59.94,56.21,54.46,53.36,1,20,58.27,62.7,2.24,40.3,70.2,93.62,53.39,41.73,72.37,88.94,72.15,31,83.26,4.66,85.19,23,75.41,50.91,69.5,Good
1673,INST_06,Electrical Engineering,COURSE_140,FAC_0097,Semester 3,Postgraduate,34,69.08,85.21,78,373,85.33,97.61,56.28,39.58,46.71,61.49,180,10,32.69,44.54,3.62,89.85,96.77,77.26,46.26,45.71,95.2,41.54,79.5,34,83.45,3.4,93.96,7,77.04,87.84,39.44,Average
11469,INST_07,Chemistry,COURSE_088,FAC_0369,Semester 3,Postgraduate,54,91.25,80.98,146,85,49.39,51.12,45.28,97.98,60.82,89.17,14,39,58.03,97.86,4.64,63.97,96.04,74.37,30.33,77.34,70.39,34.59,57.31,4,21.1,3.01,96.68,8,77.65,77.8,71.06,Average
7700,INST_19,Civil Engineering,COURSE_153,FAC_0438,Semester 3,Postgraduate,38,65.32,79.41,136,261,69.3,99.09,55.73,39.41,67.96,99.11,196,2,52.39,34.67,4.22,48.63,59.61,88.12,86.52,71.86,63.05,64.47,46.95,15,32.6,1.61,55.25,12,61.32,86.41,82.45,Average
8871,INST_20,Mathematics,COURSE_018,FAC_0164,Semester 3,Doctoral,92,57.97,61.63,84,475,78.91,74.28,49.87,78.68,27.08,52.36,168,35,41.44,45.02,4.82,67.89,48.22,88.8,61.11,58.82,75.26,33.81,33.41,24,69.86,3.75,26.32,36,73.7,91.48,57,Average
4056,INST_14,Mechanical Engineering,COURSE_107,FAC_0013,Semester 2,Doctoral,129,71.95,99.54,146,386,78.16,30.44,81.23,36.44,40.2,95.52,24,34,26.79,41.23,3.2,96.52,91.26,60.11,99.62,64.72,61.35,42.37,68.03,15,112.99,4.53,76.71,45,90.85,73.79,41.27,Average
14059,INST_19,Electrical Engineering,COURSE_160,FAC_0286,Semester 1,Doctoral,174,67.39,89.55,9,458,73.65,72.58,86.11,77.87,49.38,79.02,250,75,42.4,74.75,2.52,71.07,74.25,76.92,94.08,97.22,80.53,78.67,58.03,8,3.45,1.77,46.83,7,60.84,54.15,42.22,Good
1809,INST_06,Mathematics,COURSE_147,FAC_0314,Semester 4,Postgraduate,128,85.53,71.57,100,174,98.79,87.13,55.6,30.27,86.86,41.95,181,40,64.76,98.21,4.31,45.2,52.52,97.26,48.82,61.62,73.56,81.4,85.69,20,39.45,4.47,91.53,36,85.2,95.58,75.63,Average
2276,INST_18,Civil Engineering,COURSE_101,FAC_0270,Semester 4,Postgraduate,153,93.01,50.77,130,176,96.18,61.96,78.67,52.94,71.76,56.55,247,73,31.14,57.99,1.28,68.06,79.1,55.01,80.79,91.11,82.76,75.31,56.19,15,64.79,1.26,20.46,7,48.4,42.67,79.76,Average
3762,INST_12,Economics,COURSE_002,FAC_0347,Semester 3,Doctoral,152,63.67,85.99,18,244,78.87,35.52,76.91,39.34,39.88,91.97,41,49,63.85,96.17,2.2,47.08,97.56,81.71,85.73,76.61,85.43,83.25,45.3,34,54.22,2.6,76.18,50,60.12,91.42,31.85,Average
12664,INST_06,Civil Engineering,COURSE_200,FAC_0090,Semester 3,Undergraduate,103,95.38,52.72,144,417,74.94,34.29,32.58,55.41,72.6,41.86,110,59,32.76,27.01,1.46,71.32,97.09,75.14,38.97,66.98,93.29,66.78,71.15,19,113.64,1.39,77.94,40,68.72,61.22,54.41,Average
10565,INST_15,Business Administration,COURSE_199,FAC_0517,Semester 3,Postgraduate,175,86.82,88.32,88,307,61.12,51.87,35.22,40.78,42.55,83.9,202,41,4.17,51.29,4.73,72.04,81.95,39.24,69.65,59.51,64.56,47.37,94.72,25,53.89,1.77,41.5,47,70.15,39.71,90.88,Good
14187,INST_02,Information Technology,COURSE_125,FAC_0538,Semester 1,Postgraduate,54,61.83,44.66,113,481,48.92,78.19,41.47,30.93,54.26,60.61,85,12,70.75,55.28,2.8,92.3,44.41,68.61,79.28,56.7,77.82,22.51,92.06,33,62.78,4.72,88.89,39,87.56,92.21,90.94,Average
6490,INST_10,Computer Science,COURSE_132,FAC_0140,Semester 3,Undergraduate,146,74.72,45.61,101,383,72.92,91.18,37.58,31.33,30.26,92.45,71,20,10.35,82.3,3.55,85.2,48.98,42.84,68.44,82.88,65.37,38.4,71.37,20,83.6,2.35,96.51,47,43.23,71.61,54.76,Average
2046,INST_09,Business Administration,COURSE_016,FAC_0363,Semester 4,Doctoral,161,92.86,44.13,23,423,97.24,73.86,49.9,89.73,45.4,75.21,46,4,69.79,38.84,2.53,72.63,74.25,63.82,70.92,67.03,77.26,84.99,62.78,34,59.18,4.92,35.75,49,89.16,45.36,90.61,Average
9302,INST_12,Economics,COURSE_158,FAC_0466,Semester 1,Undergraduate,143,84.66,80.74,131,346,70,59.13,76.15,62.22,44.69,96.4,209,48,9.12,97.3,4.7,93.51,95.17,76.88,88.47,40.52,92.18,47,57.63,16,79.42,2.61,29.8,36,90.8,79.51,76.2,Good
13509,INST_16,Civil Engineering,COURSE_020,FAC_0161,Semester 3,Postgraduate,100,86.1,87.76,17,235,90.72,40.62,64.84,36.47,59.98,61.33,27,44,66.77,50.7,3.1,70.58,58.03,37.36,41.92,49.61,66.08,52.47,75.9,30,50.65,1.51,37.76,35,64.13,96.38,57.68,Good
5114,INST_01,Biotechnology,COURSE_114,FAC_0022,Semester 4,Undergraduate,121,88.92,98.01,12,37,71.11,96.45,41.1,35.08,34.47,51.36,111,31,22.34,37.03,4.66,90.51,61.57,35.52,97.12,69.32,80.35,36.28,50.13,19,67.9,2.63,51.91,50,52.84,49.83,97.36,Average
1296,INST_05,Biotechnology,COURSE_016,FAC_0541,Semester 4,Undergraduate,147,97.03,83.57,57,92,78.87,63.86,57.17,85.11,29.33,41.99,300,3,28.96,99.76,2.49,62.64,50.43,53.37,38.46,61.31,73.15,40.61,43.18,22,2.28,1.13,23.29,41,51.5,61.26,83.07,Average
12140,INST_04,Electronics,COURSE_014,FAC_0567,Semester 1,Postgraduate,81,63.58,95.59,48,469,63.28,87.25,88.08,98.9,98.59,42.61,300,45,41.82,41.42,4.5,82.52,85.8,38.57,55.67,84.48,65.26,77.2,57.48,34,35.06,4.16,89.74,18,51.65,93.84,54.41,Good
4688,INST_06,Business Administration,COURSE_018,FAC_0392,Semester 1,Doctoral,117,92.49,83.09,135,20,72.45,41.76,98.44,26.45,68.01,70.17,268,22,2.67,94.15,3.88,66.95,75.06,99.89,59.9,95.01,76.89,65.85,68.36,13,14.94,2.79,99.66,11,74.08,77.62,61.47,Good
3953,INST_07,Business Administration,COURSE_134,FAC_0502,Semester 2,Doctoral,102,90.06,99.94,62,483,81.53,92.43,75.28,38.78,61.02,78.69,32,55,40.96,80.76,1.83,50.54,97.58,77.45,33.11,47.57,95.68,74.21,83.46,30,112.36,4.86,33.58,33,63.36,56.16,67.39,Good
6559,INST_09,Economics,COURSE_199,FAC_0341,Semester 3,Postgraduate,170,68.9,99.47,79,63,78.69,40.53,45.17,30.16,25.59,81.1,231,53,59.79,32.81,1.71,45.96,84.47,55.42,63.64,57.03,63.79,83.13,33.29,19,103.6,3.78,96.11,16,92.58,86.42,79.71,Average
4318,INST_17,Chemistry,COURSE_123,FAC_0044,Semester 4,Postgraduate,112,67.52,68.9,147,355,79.75,38.62,74.43,83.08,61.71,66.51,194,9,8.1,41.38,2.19,68.34,74.73,75.99,46.33,93.07,75.17,42.7,56.49,28,14.37,1.74,25.04,48,86.21,85.6,44.5,Average
13614,INST_18,Civil Engineering,COURSE_046,FAC_0486,Semester 3,Postgraduate,163,72.33,49.91,109,489,82.97,49.71,91.88,62.48,36.43,58.28,73,27,43.13,40.71,1.97,76.64,70.22,94.03,68.51,90.94,95.96,60.16,72,21,81.96,1.85,21.12,14,70.67,62.05,66.18,Average
445,INST_13,Electrical Engineering,COURSE_115,FAC_0375,Semester 2,Undergraduate,144,82.77,55,25,221,56.63,34.41,79.21,29.95,70.26,71.2,50,54,31.84,30.48,3.99,51.2,90.99,48.04,51.32,65.46,68.38,82.49,92.61,13,76.23,2.65,58.06,33,57.77,85.9,63.22,Good
5520,INST_05,Mechanical Engineering,COURSE_003,FAC_0239,Semester 3,Doctoral,26,79.28,38.53,43,189,81.91,66.38,52.69,98.62,64.15,43.16,284,80,9.16,59.08,4.95,84.33,47.53,75.96,66.58,69.8,69.33,42.26,31.3,9,90.33,1.73,99.95,18,72.48,75.34,77.66,Average
859,INST_18,Electrical Engineering,COURSE_167,FAC_0587,Semester 3,Doctoral,54,91.11,46.6,149,407,61.45,31.28,35.36,49.93,30.89,69.47,24,79,40.73,43.9,4.62,89.02,60.78,93.39,91.08,88.24,62.13,66.18,97.13,11,102.09,4.31,84.17,49,44.06,71.44,79.51,Average
7718,INST_15,Biotechnology,COURSE_106,FAC_0482,Semester 4,Doctoral,76,96.15,40.53,19,391,49.65,45.61,84.81,69.88,25.28,63.58,190,15,35.76,27.62,1.54,80.65,51.65,96.03,72.99,52.56,79.06,44.2,67.76,28,92.61,3.23,26.14,31,63.81,91.18,84.14,Average
4440,INST_07,Physics,COURSE_090,FAC_0358,Semester 2,Undergraduate,128,71.15,73.08,86,311,63.76,79.65,61.56,73.56,48.41,83.5,23,75,5.52,90.72,2.55,42.99,45.85,97.45,60.91,65.83,91.87,44.88,46.33,4,23.87,1.12,44.53,32,99.2,43.49,56.5,Average
5322,INST_18,Biotechnology,COURSE_006,FAC_0037,Semester 3,Undergraduate,126,95.33,71.42,142,174,45.76,48.34,97.73,61.92,70.41,82.54,141,69,17.22,57.43,1.76,59.43,70.6,72.64,43.65,79.17,83.98,57.04,90.45,2,43,4.64,63.79,2,40.26,63.53,36.84,Average
842,INST_02,Physics,COURSE_166,FAC_0570,Semester 2,Undergraduate,178,84.41,65.5,66,305,81.88,63.86,77.67,33.37,89.24,96.37,209,62,0.59,54.67,4.98,68.5,41.53,45.73,94.94,43.18,93.62,26.87,61.64,14,89.82,3.59,32.61,6,92.56,48.9,93,Good
12138,INST_05,Chemistry,COURSE_113,FAC_0531,Semester 3,Doctoral,113,91.3,55.96,28,298,97.58,87.27,75.54,52.76,46.41,93.76,210,5,48.36,21.66,2.12,52.56,62.95,70.12,71.12,93.12,95.32,72.71,58.56,10,32.47,1.06,69.17,8,65.94,48.11,54.37,Poor
11565,INST_04,Electronics,COURSE_053,FAC_0284,Semester 4,Postgraduate,74,55.15,55.46,40,398,70,47.03,86.03,99.87,96.82,65.44,89,5,7.36,58.06,2.91,55.52,60.51,86.73,82.87,94.69,89.49,76.3,75.97,16,54.27,4.87,82.49,23,51.03,90.15,87.12,Average
13889,INST_04,Electronics,COURSE_093,FAC_0147,Semester 3,Doctoral,21,80.86,76.16,30,203,73.37,91.21,30.45,84.93,78.41,88.76,133,27,59.76,40.08,4.09,74.77,66.87,72.91,44.32,48.91,66.98,42.76,86.71,34,118.48,3.59,44.25,37,50.28,46.01,48.85,Good
11548,INST_15,Information Technology,COURSE_197,FAC_0410,Semester 3,Postgraduate,24,56.19,37.52,54,280,71.68,98.69,64.81,34.95,64.02,63.13,270,57,71.62,94.26,3.31,45.57,76.13,77.45,80.92,81.72,62.43,61.97,45.05,3,108.26,4.7,63.25,33,57.43,61.22,38.84,Average
995,INST_09,Economics,COURSE_180,FAC_0339,Semester 1,Postgraduate,173,75.88,91.03,26,315,88.22,46.47,60.07,44.7,49.61,91.72,218,24,19.75,92.99,2.75,78.3,95.79,37.77,65.56,85.97,73.19,32.99,82.16,18,39.69,2.28,81.96,34,97.24,84.99,80.28,Good
14848,INST_02,Electronics,COURSE_048,FAC_0194,Semester 4,Doctoral,78,63.07,60.35,28,332,99.82,51.86,84.95,44.96,45.63,88.17,133,67,63.19,73.22,2.25,71.19,51.71,63.05,38.19,75.33,66.83,50.36,99.87,22,47.5,4.09,44,34,87.87,45.32,62.26,Poor
9002,INST_04,Mathematics,COURSE_002,FAC_0416,Semester 4,Postgraduate,134,70.84,89.23,114,369,61.81,81.61,80.2,84.22,84.83,93.65,292,0,67.4,89.06,4.46,61.45,68.12,73.03,94.37,75.86,74.63,35.75,59.97,27,30.81,1.39,98.97,7,91.04,39.74,96.02,Good
1555,INST_01,Mechanical Engineering,COURSE_037,FAC_0535,Semester 1,Postgraduate,162,91.72,54.09,30,369,71.34,87.03,62.69,52.8,82.75,93.07,222,69,60.49,62.62,3.98,75.05,83.48,94.99,46.42,63.02,65.24,72.9,49.51,21,114.13,3.16,40.83,5,64.95,69.07,73.61,Average
14511,INST_12,Mechanical Engineering,COURSE_041,FAC_0499,Semester 1,Doctoral,22,68.23,52.27,19,413,58.92,61.89,51.46,40.55,62.46,80.88,158,64,67.66,69.1,3.23,48.52,44.55,84.85,40.06,76.68,72.59,56.27,34.99,33,5.98,3.79,99.02,24,95.07,61.92,42.27,Average
1974,INST_09,Mathematics,COURSE_094,FAC_0267,Semester 2,Doctoral,166,83.92,81.23,58,265,52.01,75.81,63.63,79.23,34.48,43.03,0,63,43.09,77.78,4.93,70.57,76.8,99.81,62.32,67.86,82.21,99.3,46.99,2,114.66,4.74,49.87,17,68.73,63.52,91.32,Average
1952,INST_18,Business Administration,COURSE_148,FAC_0399,Semester 1,Doctoral,64,95.06,37.43,111,312,95.15,91.62,38.26,35.35,98.04,89.01,152,19,11.65,56.9,1,52.69,58.39,73.62,69.44,96.37,77.33,34.25,94.15,33,64.02,1.48,26.61,1,83.51,65.84,95.72,Average
14143,INST_19,Civil Engineering,COURSE_046,FAC_0453,Semester 1,Postgraduate,92,99.67,41.39,44,362,87.71,41.89,58.17,72.23,84.98,76.79,119,51,45.04,73.26,1.46,59.81,67.48,72.21,37.94,80.34,79.66,25.45,76.02,34,101.69,3.78,31.34,7,97.45,59.4,96.97,Average
9495,INST_14,Mathematics,COURSE_192,FAC_0530,Semester 2,Undergraduate,165,96.79,54.63,55,126,62.66,58.07,32.59,99.34,95.04,60.89,159,39,40.19,41.32,3.28,46.25,83.12,82.31,63.02,70.85,74.94,86.09,75.78,21,28.48,1.11,85.63,13,67.55,36.47,100,Good
14337,INST_19,Electronics,COURSE_092,FAC_0341,Semester 4,Undergraduate,111,82.61,88.63,26,174,91.4,88.76,99.7,49.09,58.17,51.98,277,10,43.57,58.5,3.11,82.67,69.61,91.26,35.55,63.37,99.76,82.02,66.99,8,35.35,4.25,35.78,41,66.21,60.69,96.94,Good
10276,INST_19,Economics,COURSE_024,FAC_0496,Semester 1,Doctoral,120,83.58,66.98,74,366,57.38,74.49,91.02,53.52,41.37,94.21,187,38,50.27,64.82,2.52,76.58,42.69,35.37,78.8,80.28,94.71,79,75.79,5,115.07,4.33,64.55,42,53.07,88.99,47.62,Good
2514,INST_17,Mechanical Engineering,COURSE_056,FAC_0256,Semester 1,Doctoral,156,91.73,51.34,82,396,87.32,53.04,48.39,43.72,76.36,74.39,267,25,13.44,46.25,4.14,52.31,73.11,98.62,49.03,90.1,98.57,44.12,49.14,21,9.78,1,38,25,98.4,59.17,87.62,Average
5560,INST_01,Physics,COURSE_011,FAC_0284,Semester 4,Undergraduate,126,79.5,85.89,63,314,98.34,42.14,49.49,65.99,25.83,40.11,283,31,4.62,63.57,2.64,98.06,85.05,38.31,82.91,67.66,90.74,79.32,30.53,34,24.94,3.32,52.58,23,87.11,96.31,96.99,Average
11153,INST_19,Mechanical Engineering,COURSE_093,FAC_0250,Semester 1,Doctoral,153,92.5,81.93,34,122,47.48,43.33,95.04,99.11,93.88,49.1,159,12,42.03,34.01,1.85,63.07,56.86,82.48,33.36,85.12,70.15,28.36,31.74,10,45.85,1.54,92.02,33,90.89,43.84,78.45,Average
2836,INST_09,Business Administration,COURSE_055,FAC_0495,Semester 3,Doctoral,164,67.98,93.57,9,143,91.03,59.29,96.05,55.48,44.96,59.27,140,1,24.15,87.84,1.62,50.6,83.97,75.74,67.27,59.6,96.42,35.44,94.4,23,110.52,2.74,91.26,15,48.73,78.21,70.7,Average
4701,INST_02,Electronics,COURSE_173,FAC_0214,Semester 2,Doctoral,77,84.73,96.3,126,74,89.25,98.86,75.5,93.37,56.35,88.58,15,1,55.07,21.13,2.66,58.83,41.47,73.72,63.97,62,91.99,38.44,56.82,1,2.57,1.36,21.46,7,71.16,47.12,69.94,Good
2446,INST_04,Mechanical Engineering,COURSE_129,FAC_0290,Semester 2,Undergraduate,27,58.29,37.76,25,493,80.48,66.16,43.73,72.29,60.78,62.27,53,47,19.82,90.54,3.6,65.11,50.14,67.27,52.22,68.75,81.98,73.16,36.63,16,25.98,1.96,99.36,44,61.9,38.08,37.87,Poor
2234,INST_19,Civil Engineering,COURSE_185,FAC_0055,Semester 3,Postgraduate,158,68.44,89.13,51,215,54.86,44.49,66.27,36.55,57.14,91.98,243,18,9.32,25.81,4.03,51.03,89.9,77.46,84.41,55.41,79.95,33.03,81.62,9,113.9,4.75,52.48,48,86.23,60.85,62.02,Average
3051,INST_11,Information Technology,COURSE_081,FAC_0026,Semester 4,Postgraduate,27,93.83,85.19,140,175,46.64,81.74,56.44,80.44,88.51,79.72,223,53,57.58,38.03,3.99,97.65,76.63,87.97,92.97,83.59,95.14,44.93,74.89,5,48.52,1.39,47.38,41,73.75,86.6,76.06,Good
10025,INST_11,Economics,COURSE_191,FAC_0232,Semester 4,Undergraduate,100,97.2,72.49,99,422,73.47,77.82,54.99,81.49,66.84,69.5,111,65,52.98,31.21,1.97,73.46,70.48,40.75,84.76,44.34,84.38,54.05,33.1,34,8.25,1.37,37.69,9,51.45,50.87,61.86,Average
401,INST_20,Computer Science,COURSE_037,FAC_0291,Semester 2,Undergraduate,154,69.86,97.97,13,217,64.02,60.37,39.17,32.16,64.48,40.59,278,17,4.85,63.52,4.95,80.27,62.65,71.22,84.48,65.13,75.84,60.6,40.59,3,111,1.78,70.99,48,91.79,75.53,60.17,Good
9265,INST_19,Mechanical Engineering,COURSE_041,FAC_0317,Semester 1,Postgraduate,61,97.03,81.4,140,366,73.63,74.85,36.15,91.89,58.19,57.62,108,65,39.19,27.29,4.04,91.82,96.52,48.76,99.62,45.49,83.46,86.65,54.62,14,89.07,1.83,44.17,31,98.5,83.8,62.74,Good
7590,INST_12,Electrical Engineering,COURSE_147,FAC_0562,Semester 2,Undergraduate,106,70.14,56.5,118,91,65.21,54.05,94.13,47.57,34.47,80.06,20,21,64.91,46.92,2.13,61.23,46.32,93.48,82.82,40.96,71.15,66.4,53.57,2,103.19,3.96,64.86,24,95.77,72.8,40.69,Average
5199,INST_04,Physics,COURSE_115,FAC_0411,Semester 2,Undergraduate,55,70.98,81.44,57,215,45.34,89.5,82.41,63.36,78.62,85.57,201,54,28.84,75.76,3.58,52.19,91.24,49.07,70.29,69.94,67.57,83.41,41.11,11,57.64,1.04,74.42,20,91.7,73.45,69.26,Good
7720,INST_01,Mathematics,COURSE_099,FAC_0511,Semester 3,Doctoral,132,73.29,43.93,86,424,50.24,71.52,62.84,89.74,87.73,74.53,12,46,39.77,21.73,4.15,94.43,78.99,88.94,76.71,74.25,98.91,99.34,79.07,29,0.21,4.24,95.83,37,69.68,93.08,57.66,Average
9859,INST_04,Biotechnology,COURSE_050,FAC_0025,Semester 2,Undergraduate,174,74.71,88.69,78,424,60.77,84.81,91.51,56.66,90.47,63.09,250,8,55.07,80.6,2.4,47.98,89.81,57.5,72.67,56.65,92.99,67.19,44.3,28,42.8,2,28.41,21,86.82,65.79,99.1,Good
1024,INST_07,Civil Engineering,COURSE_126,FAC_0443,Semester 4,Doctoral,135,77.54,76.44,146,46,85.85,84.78,34.1,46.44,33.66,45.91,181,32,17.32,74.77,1.99,78.2,93.98,76.93,52.96,71.78,86.26,46.25,87.54,18,41.76,2.69,53.03,3,71.65,61.48,80.99,Good
3299,INST_12,Mathematics,COURSE_187,FAC_0471,Semester 2,Doctoral,29,83.02,58.37,106,212,58.16,38.72,81.7,91.75,74.82,82.16,146,12,25.75,52.01,3.62,77.61,47.16,69.71,82.98,96.72,69.89,57.04,45.84,7,14.25,4.25,41.49,27,59.26,47.65,99.11,Average
6495,INST_10,Mechanical Engineering,COURSE_179,FAC_0227,Semester 4,Undergraduate,94,98.41,39.05,56,443,75.2,96.74,70.03,70.32,78.26,78.74,145,31,61.62,89.77,3,55.58,78.16,59.58,88.64,96.76,67.86,23.01,76.36,30,83.29,1.92,30.78,44,98.85,79.85,42.64,Good
9070,INST_19,Economics,COURSE_081,FAC_0226,Semester 3,Postgraduate,87,62.13,71.6,74,121,98.88,87.43,54.1,86.33,93.72,75.2,46,3,13.56,20.47,2.64,97.37,48.85,62.06,72.87,95.32,98.96,88.58,96.57,24,4.51,2.88,43.49,19,62.18,57.38,51.58,Good
14648,INST_04,Business Administration,COURSE_010,FAC_0562,Semester 1,Doctoral,59,57.64,55.14,138,236,83.62,37.36,31.45,48.89,81.78,41.35,254,71,39.33,39.59,2.46,42.82,56.28,73.97,44.59,92.41,72.35,78.25,32.04,29,92.85,1.03,54.05,33,92.55,92.44,32.51,Poor
6913,INST_08,Electrical Engineering,COURSE_049,FAC_0084,Semester 2,Undergraduate,30,76.59,97.55,120,287,73.96,62.31,96.98,39.95,38.43,60.41,259,70,62.45,72.46,3.22,41.28,51.73,37.88,72.38,55.33,81.94,51.35,48.15,8,19.32,1.23,57.04,47,74.55,56.17,67.31,Average
