Teacher_ID,Institution_ID,Department,Academic_Rank,Qualification_Level,Employment_Type,Assessment_Year,Assessment_Round,Years_of_Experience,Teaching_Effectiveness_Score,Student_Feedback_Score,Peer_Evaluation_Score,Course_Completion_Rate,Curriculum_Innovation_Score,Teaching_Load_Hours_Per_Week,Digital_Teaching_Adoption_Score,Student_Outcome_Improvement_Score,Publication_Count,Journal_Quality_Index,Citation_Count,Research_Project_Count,Research_Funding_Amount_Lakh,Patent_Count,Conference_Presentation_Count,Research_Collaboration_Index,Training_Hours_Completed,Workshop_Participation_Count,Certification_Count,Faculty_Development_Program_Score,Lifelong_Learning_Index,Mentoring_Score,Academic_Service_Score,Committee_Participation_Count,Leadership_Role_Count,Institutional_Contribution_Score,Community_Extension_Score,Ethics_Compliance_Score,Punctuality_Score,Assessment_Submission_Timeliness,Absenteeism_Days,Student_Grievance_Count,Administrative_Compliance_Score,Teaching_Dimension_Score,Research_Dimension_Score,Professional_Development_Dimension_Score,Institutional_Service_Dimension_Score,Ethics_Reliability_Dimension_Score,Development_Quality_Score,Low_Development_Score,Moderate_Development_Score,High_Development_Score,Development_Quality_Level
TCH_06550,University_E,English,Assistant Professor,PhD,Permanent,2022,Round_2,3,77.77,76.1,79.93,87.25,79.89,13.88,79.99,75.25,11,59.92,61.0,6,19.74,0,6,65.42,47.56,6,3,72.11,64.85,81.22,65.47,5,2,75.82,66.09,88.97,85.16,87.94,4,1,79.63,63.16,34.76,42.28,48.37,75.68,53.47,0.329,0.339,0.0,Improvement_Oriented
TCH_06551,University_A,Mathematics,Assistant Professor,PhD,Contract,2021,Round_1,1,92.91,77.37,91.25,92.25,76.83,9.34,94.8,81.59,8,85.6,80.0,3,21.47,2,4,88.01,75.07,3,2,81.47,77.23,100.0,75.53,0,3,84.04,87.78,86.44,81.74,88.53,5,4,83.1,77.04,43.48,48.02,59.02,69.63,62.6,0.069,0.704,0.0,Moderate_Development
TCH_06552,University_F,Electrical Engineering,Assistant Professor,PhD,Permanent,2021,Round_1,3,63.65,75.55,75.09,75.18,61.55,11.97,64.11,73.97,9,47.3,55.0,2,13.32,2,5,47.53,28.42,5,6,77.58,64.54,67.8,71.06,3,2,70.16,69.42,87.8,76.5,76.77,7,4,64.34,45.9,26.73,45.12,43.45,57.63,41.41,0.674,0.0,0.0,Improvement_Oriented
TCH_06553,University_H,Computer Science,Assistant Professor,PhD,Contract,2023,Round_1,9,81.8,70.66,66.89,84.82,72.45,14.53,75.33,68.33,9,70.31,86.0,3,13.23,0,4,69.88,49.44,6,2,77.59,68.7,79.65,67.82,4,3,77.34,83.87,86.78,75.73,81.84,3,3,80.44,54.27,32.97,43.53,53.4,67.96,51.14,0.396,0.246,0.0,Improvement_Oriented
TCH_06554,University_A,Mathematics,Assistant Professor,PhD,Permanent,2023,Round_2,8,78.21,68.38,70.5,80.67,67.34,22.92,52.95,81.83,5,64.4,73.0,2,25.37,0,0,65.57,28.77,3,1,55.24,71.1,62.57,56.52,6,0,64.88,48.05,82.14,68.37,72.19,6,3,76.79,49.24,26.9,27.77,32.32,56.82,38.76,0.75,0.0,0.0,Improvement_Oriented
TCH_06555,University_C,Computer Science,Assistant Professor,Master,Permanent,2025,Round_1,8,88.95,90.81,81.59,96.69,89.0,10.98,97.6,81.73,5,83.41,84.0,7,25.84,0,5,85.08,76.0,5,2,75.3,83.94,89.85,66.45,1,1,95.02,100.0,87.42,80.1,85.9,3,3,81.43,81.19,42.38,51.11,57.18,71.26,62.21,0.08,0.688,0.0,Moderate_Development
TCH_06556,University_D,Chemistry,Lecturer,PhD,Permanent,2021,Round_1,1,88.55,94.45,89.39,91.44,95.51,18.63,92.47,97.48,14,87.19,108.0,4,3.93,0,7,94.91,78.34,6,2,100.0,90.64,83.09,81.91,6,0,92.26,91.09,100.0,89.56,85.49,1,2,97.76,86.27,45.51,62.58,60.14,87.67,69.69,0.0,0.988,0.156,Moderate_Development
TCH_06557,University_C,Chemistry,Associate Professor,Postdoctoral,Permanent,2021,Round_2,23,87.12,76.84,80.9,88.59,72.87,15.7,80.1,91.64,5,75.24,118.0,1,15.76,0,7,81.34,69.57,7,3,80.32,77.25,78.36,77.72,7,4,85.94,80.46,90.31,90.65,84.03,6,1,81.2,69.36,37.11,54.03,61.69,75.6,54.73,0.293,0.389,0.0,Improvement_Oriented
TCH_06558,University_F,English,Associate Professor,PhD,Contract,2021,Round_1,18,86.93,83.9,69.55,81.4,66.5,9.79,84.96,79.82,10,80.48,116.0,2,12.37,2,9,71.18,83.85,4,2,79.67,74.72,96.29,80.69,5,0,87.81,73.03,82.68,85.73,78.74,2,7,86.48,62.51,44.44,49.56,57.25,65.41,51.87,0.375,0.275,0.0,Improvement_Oriented
TCH_06559,University_A,English,Assistant Professor,PhD,Permanent,2025,Round_2,7,75.64,83.29,82.16,80.51,61.09,17.43,70.71,73.71,7,68.67,71.0,5,8.99,0,3,82.86,47.25,5,3,65.73,61.08,83.97,70.16,3,0,73.32,64.23,91.43,80.63,72.98,4,5,88.15,56.37,32.92,37.73,43.82,67.43,45.95,0.544,0.038,0.0,Improvement_Oriented
TCH_06560,University_G,Mechanical Engineering,Professor,PhD,Permanent,2024,Round_1,22,79.04,83.37,83.7,93.8,66.91,13.99,82.75,74.89,15,93.41,133.0,2,17.0,1,5,70.66,69.98,5,3,82.83,84.41,69.47,74.78,5,1,73.71,62.36,93.13,85.54,90.13,4,2,88.64,66.58,46.52,54.5,44.57,79.62,58.17,0.195,0.527,0.0,Moderate_Development
TCH_06561,University_F,Physics,Assistant Professor,PhD,Permanent,2023,Round_2,7,90.64,88.55,93.84,87.08,90.05,35.819609076102154,79.86,85.22,11,77.0,112.0,4,18.31,3,6,81.89,64.6,5,5,70.77,84.29,79.27,75.74,5,2,69.53,82.37,84.95,87.42,85.75,6,1,84.93,78.07,48.76,53.81,52.36,73.78,61.88,0.089,0.675,0.0,Moderate_Development
TCH_06562,University_E,Management,Lecturer,Master,Contract,2023,Round_1,4,60.02,63.53,53.59,67.38,43.77,16.46,69.66,59.68,7,44.92,48.0,2,15.88,1,5,43.74,28.32,2,0,49.35,53.42,47.26,45.75,2,1,44.69,43.47,75.62,62.91,66.02,2,3,61.52,27.65,22.54,16.88,17.12,49.01,25.11,1.0,0.0,0.0,Improvement_Oriented
TCH_06563,University_C,Physics,Assistant Professor,PhD,Visiting,2021,Round_1,9,85.15,83.25,79.17,85.13,91.94,9.81,91.85,80.45,14,72.11,94.0,3,13.09,2,4,73.13,84.62,8,3,89.43,85.47,93.51,77.83,3,0,77.2,70.93,89.62,88.55,94.63,8,2,76.22,72.57,41.11,63.47,50.64,73.51,60.4,0.131,0.616,0.0,Moderate_Development
TCH_06564,University_C,Mathematics,Associate Professor,Master,Permanent,2025,Round_1,11,98.19,93.56,89.67,98.57,88.86,14.23,100.0,100.0,17,83.25,119.0,4,40.92,1,1,94.51,78.6,12,3,100.0,86.27,91.25,94.87,4,0,100.0,97.78,95.71,98.84,100.0,5,3,89.81,92.37,52.33,71.22,66.78,86.39,72.98,0.0,0.881,0.266,Moderate_Development
TCH_06565,University_B,Mechanical Engineering,Assistant Professor,PhD,Permanent,2021,Round_1,3,72.09,78.65,76.94,85.5,73.73,18.99,72.33,77.23,4,66.75,71.0,5,15.61,0,2,78.92,76.24,2,0,67.21,85.26,72.62,65.94,3,2,77.46,73.22,89.25,84.1,83.46,5,2,76.28,58.21,31.03,41.1,46.09,70.82,48.79,0.463,0.152,0.0,Improvement_Oriented
TCH_06566,University_A,Computer Science,Lecturer,PhD,Visiting,2023,Round_2,4,65.11,64.94,61.67,73.7,50.56,5.59,62.84,66.41,3,58.19,41.0,4,19.62,0,1,59.32,45.24,3,0,47.02,57.68,55.4,57.62,4,0,82.46,40.93,80.85,63.0,60.76,5,4,66.58,35.16,22.56,21.88,31.43,47.28,33.68,0.895,0.0,0.0,Improvement_Oriented
TCH_06567,University_E,Electrical Engineering,Associate Professor,PhD,Permanent,2025,Round_1,10,67.25,70.63,71.14,80.04,60.19,11.57,70.83,58.73,5,61.49,61.0,4,11.15,0,3,53.66,41.76,2,0,69.07,65.55,74.45,70.65,2,0,64.16,66.49,83.0,92.97,80.32,10,2,69.84,43.85,24.51,29.21,38.6,63.84,36.13,0.825,0.0,0.0,Improvement_Oriented
TCH_06568,University_G,Education,Associate Professor,Postdoctoral,Contract,2022,Round_2,10,81.16,82.42,92.5,82.21,73.44,13.74,71.87,73.77,14,79.94,97.0,6,15.92,0,4,52.72,57.75,4,2,78.42,62.13,80.67,83.35,4,4,67.53,77.67,91.46,83.94,84.12,5,3,86.72,63.87,38.37,40.49,55.39,73.63,53.86,0.318,0.354,0.0,Improvement_Oriented
TCH_06569,University_C,Biotechnology,Associate Professor,Master,Permanent,2023,Round_2,6,89.72,69.11,86.33,89.51,85.89,15.39,85.46,87.5,10,87.65,94.0,7,12.21,1,9,79.23,52.32,7,2,73.17,88.12,77.5,91.57,9,3,95.19,71.0,93.43,97.29,84.56,5,2,93.57,72.82,47.63,50.26,65.54,82.38,61.32,0.105,0.653,0.0,Moderate_Development
TCH_06570,University_C,Chemistry,Associate Professor,PhD,Permanent,2022,Round_2,13,73.35,71.62,74.51,74.47,59.28,13.73,68.97,73.43,9,63.19,75.0,5,17.64,1,0,70.56,53.32,4,0,69.74,55.44,68.36,66.01,4,0,65.25,63.16,86.5,80.58,70.43,3,5,64.12,47.85,32.92,30.89,37.48,58.21,42.53,0.642,0.0,0.0,Improvement_Oriented
TCH_06571,University_E,Physics,Professor,PhD,Permanent,2024,Round_1,21,87.85,80.44,78.42,87.15,62.19,15.12,73.89,83.82,10,62.16,121.0,5,20.66,1,6,77.13,34.11,9,2,79.2,74.05,84.02,78.84,7,0,88.39,69.1,88.05,100.0,87.75,6,4,81.76,63.78,42.79,47.01,54.93,74.82,49.71,0.437,0.188,0.0,Improvement_Oriented
TCH_06572,University_F,Management,Lecturer,Master,Visiting,2022,Round_1,4,81.55,87.94,84.38,74.52,71.28,7.37,70.06,83.79,10,74.8,80.0,5,15.23,1,4,66.21,38.52,8,1,71.04,84.12,79.22,76.86,2,1,62.45,68.52,88.44,89.42,88.06,3,8,74.64,62.1,37.42,45.2,43.07,66.53,48.14,0.482,0.126,0.0,Improvement_Oriented
TCH_06573,University_F,Electrical Engineering,Lecturer,PhD,Contract,2025,Round_1,1,78.48,76.0,80.7,85.48,68.56,18.47,83.75,81.96,7,77.49,68.0,5,11.29,0,2,75.64,73.8,8,1,66.32,80.63,73.68,69.36,2,2,67.28,72.83,86.17,88.19,83.21,5,2,81.38,63.25,32.76,48.91,43.56,72.17,52.75,0.35,0.31,0.0,Improvement_Oriented
TCH_06574,University_A,Electrical Engineering,Professor,PhD,Contract,2022,Round_1,21,87.99,88.02,88.51,94.01,95.11,16.41,85.53,73.66,9,84.47,143.0,3,26.88,0,5,83.33,66.82,3,2,77.32,94.33,79.07,84.96,5,1,93.56,79.98,93.61,92.22,87.01,2,2,91.36,77.58,45.64,50.77,58.36,83.46,65.59,0.0,0.824,0.02,Moderate_Development
TCH_06575,University_H,Chemistry,Associate Professor,PhD,Permanent,2024,Round_2,13,88.48,81.15,84.78,88.93,88.64,13.19,85.94,85.88,9,82.15,92.0,1,15.05,1,6,74.37,72.91,6,5,71.84,66.0,88.2,88.2,7,0,85.26,90.04,96.31,83.76,96.56,2,1,84.8,75.09,38.31,51.08,62.11,84.47,58.72,0.179,0.549,0.0,Moderate_Development
TCH_06576,University_B,Biotechnology,Associate Professor,Postdoctoral,Permanent,2023,Round_2,9,98.62,92.27,92.32,86.47,99.39,9.07,95.25,100.0,12,90.38,100.0,6,19.15,2,8,77.01,57.6,7,3,84.83,76.66,77.11,86.36,7,3,90.35,88.11,91.8,85.71,92.01,2,7,91.69,89.76,51.07,53.09,64.58,75.29,68.35,0.0,0.934,0.112,Moderate_Development
TCH_06577,University_C,English,Lecturer,PhD,Contract,2024,Round_2,7,85.08,76.42,84.71,85.79,74.52,16.71,82.46,77.84,11,74.19,83.0,7,22.13,1,5,89.74,76.12,5,1,83.8,79.79,68.44,82.19,6,2,68.95,67.73,88.56,87.22,100.0,4,1,82.79,66.29,45.83,50.41,48.82,80.97,56.95,0.23,0.478,0.0,Moderate_Development
TCH_06578,University_H,Electrical Engineering,Lecturer,PhD,Permanent,2025,Round_1,1,74.24,77.56,85.14,81.24,83.31,12.93,79.74,72.84,4,67.91,66.0,3,14.67,0,2,73.28,59.96,6,0,60.95,70.41,81.52,85.84,7,1,80.12,72.25,86.09,83.77,73.45,6,1,87.1,61.95,27.92,36.85,56.3,69.78,51.7,0.38,0.268,0.0,Improvement_Oriented
TCH_06579,University_H,Mathematics,Assistant Professor,PhD,Contract,2022,Round_2,9,84.18,100.0,80.36,83.2,73.31,16.73,88.03,83.4,11,89.28,82.0,2,13.52,2,6,79.95,40.07,11,0,84.72,86.47,89.4,87.82,6,0,76.12,73.2,90.66,80.67,83.11,4,1,80.98,72.25,43.36,52.42,55.37,73.82,58.27,0.192,0.531,0.0,Moderate_Development
TCH_06580,University_B,Mathematics,Assistant Professor,PhD,Permanent,2022,Round_2,7,90.01,91.34,94.29,93.55,100.0,16.47,97.62,93.44,9,100.0,119.0,8,14.0,1,5,100.0,75.32,5,5,94.79,92.07,96.92,100.0,8,5,85.81,90.03,100.0,87.55,90.05,2,4,89.49,89.11,53.22,65.57,76.84,82.47,72.23,0.0,0.911,0.241,Moderate_Development
TCH_06581,University_H,English,Assistant Professor,Postdoctoral,Permanent,2025,Round_2,8,71.19,68.07,72.23,80.31,51.5,12.18,64.03,66.9,10,60.59,79.0,2,3.79,0,5,54.65,77.35,5,0,63.27,63.61,63.25,74.7,2,1,70.44,73.89,85.35,66.43,63.52,4,3,69.99,43.39,26.62,37.14,41.47,54.53,39.11,0.74,0.0,0.0,Improvement_Oriented
TCH_06582,University_H,Computer Science,Assistant Professor,PhD,Permanent,2021,Round_2,4,82.8,75.35,79.6,90.24,84.85,14.23,83.57,85.4,5,68.98,78.0,3,22.82,1,9,73.02,68.36,6,1,71.79,84.8,83.02,75.52,2,4,78.41,71.82,99.32,87.27,73.85,6,4,84.41,69.64,38.07,48.29,53.42,72.05,55.78,0.263,0.431,0.0,Moderate_Development
TCH_06583,University_F,Mechanical Engineering,Associate Professor,PhD,Permanent,2025,Round_2,10,68.01,60.74,65.23,71.94,29.0,17.67,72.29,71.06,7,53.24,61.0,2,13.74,0,2,58.85,25.53,6,0,48.62,54.12,57.4,53.84,2,0,46.92,44.87,84.38,62.57,76.14,4,3,76.96,34.47,22.97,21.72,20.98,58.93,30.9,0.974,0.0,0.0,Improvement_Oriented
TCH_06584,University_F,English,Lecturer,PhD,Permanent,2025,Round_1,1,75.85,71.37,83.48,88.29,64.27,17.32,81.58,76.42,8,76.16,75.0,5,6.95,1,6,68.84,63.56,9,4,65.96,67.1,81.46,73.7,2,0,79.78,78.88,94.41,95.96,84.03,3,2,83.92,60.36,36.46,49.96,47.77,81.07,58.47,0.187,0.539,0.0,Moderate_Development
TCH_06585,University_D,Biotechnology,Assistant Professor,PhD,Permanent,2024,Round_2,9,93.08,77.85,86.55,89.92,80.62,19.0,93.53,79.16,14,71.26,106.0,5,11.58,0,5,91.47,73.91,6,2,86.84,77.82,85.08,77.44,9,4,88.73,88.3,85.86,88.71,87.51,7,0,76.91,74.98,43.01,53.64,67.87,73.4,65.38,0.0,0.815,0.013,Moderate_Development
TCH_06586,University_G,Mathematics,Assistant Professor,PhD,Permanent,2024,Round_2,6,74.79,82.69,82.4,86.34,75.65,10.01,84.91,83.09,13,77.4,80.0,4,13.76,0,5,70.1,58.17,7,1,78.05,80.15,77.63,86.4,3,2,86.83,81.83,80.86,79.79,85.62,4,4,81.62,66.58,37.46,48.23,56.65,65.96,56.27,0.249,0.451,0.0,Moderate_Development
TCH_06587,University_A,Electrical Engineering,Lecturer,PhD,Contract,2025,Round_2,1,88.35,93.89,83.23,83.48,90.87,6.92,84.26,87.2,11,75.23,204.92562492848538,5,12.15,2,1,81.39,65.99,9,1,86.5,81.27,81.09,77.7,6,3,89.06,80.7,96.55,88.6,100.0,3,3,99.17,76.3,40.97,55.24,60.52,87.84,64.09,0.026,0.764,0.0,Moderate_Development
TCH_06588,University_H,Mathematics,Assistant Professor,Postdoctoral,Permanent,2023,Round_2,5,63.87,57.74,73.53,82.33,75.42,21.19,68.59,77.54,13,65.01,54.0,9,20.7,2,2,62.48,51.01,2,1,69.71,60.94,65.72,65.36,3,0,73.89,62.4,84.04,82.08,75.65,3,5,74.24,48.22,39.85,31.57,37.56,62.22,45.55,0.556,0.022,0.0,Improvement_Oriented
TCH_06589,University_D,Education,Assistant Professor,PhD,Permanent,2022,Round_2,5,76.72,76.24,67.38,79.39,67.78,8.26,79.46,79.58,10,70.71,78.0,4,19.85,0,6,67.8,58.04,3,1,74.73,72.27,70.4,71.07,5,2,64.32,60.92,81.41,73.59,74.99,7,3,77.37,55.33,36.14,39.33,42.92,58.42,45.33,0.562,0.013,0.0,Improvement_Oriented
TCH_06590,University_G,Mechanical Engineering,Assistant Professor,PhD,Permanent,2025,Round_1,10,84.35,86.08,80.15,87.55,75.25,10.41,84.95,78.43,8,66.62,91.0,7,8.83,0,3,69.5,61.19,5,1,67.83,77.22,66.71,81.22,4,0,91.88,72.68,91.78,84.21,77.15,11,5,87.96,68.7,34.18,42.03,49.47,64.2,53.23,0.336,0.329,0.0,Improvement_Oriented
TCH_06591,University_D,Management,Associate Professor,PhD,Permanent,2021,Round_2,5,72.46,,65.77,81.5,70.87,16.01,54.94,57.04,7,57.68,61.0,4,21.4,1,2,61.25,44.42,3,2,60.81,72.05,75.97,60.25,0,1,68.85,40.16,76.29,71.76,80.86,4,3,69.92,40.02,29.52,34.57,31.47,57.74,35.4,0.846,0.0,0.0,Improvement_Oriented
TCH_06592,University_D,Education,Assistant Professor,PhD,Permanent,2022,Round_1,6,93.42,100.0,96.95,91.85,83.03,8.91,88.91,96.98,9,99.37,112.0,10,10.98,2,7,80.21,107.88,4,2,86.61,92.65,97.94,88.83,7,1,95.95,87.94,99.46,95.1,100.0,2,2,81.87,87.81,53.9,61.71,68.7,88.44,72.01,0.0,0.92,0.234,Moderate_Development
TCH_06593,University_A,Computer Science,Associate Professor,Master,Permanent,2023,Round_1,13,91.09,,84.76,94.18,70.74,5.3,78.46,84.22,7,80.41,115.0,2,14.88,0,6,90.61,64.25,6,2,94.17,83.42,86.92,78.54,3,4,82.47,82.03,94.69,82.96,87.14,2,3,90.61,74.9,40.35,55.97,59.46,79.37,61.29,0.106,0.652,0.0,Moderate_Development
TCH_06594,University_A,Chemistry,Professor,PhD,Permanent,2025,Round_1,14,92.97,80.85,80.12,89.33,71.56,14.71,78.55,95.36,15,75.02,102.0,6,15.27,0,6,87.49,55.44,4,2,72.87,92.51,86.54,92.69,3,1,78.66,85.65,95.97,83.62,88.3,5,0,92.09,72.33,45.49,48.13,57.69,82.63,57.68,0.209,0.507,0.0,Moderate_Development
TCH_06595,University_E,Education,Associate Professor,PhD,Permanent,2023,Round_1,7,90.95,88.46,90.9,92.81,81.06,15.23,80.05,86.59,5,78.03,128.0,3,15.91,3,8,75.13,60.28,3,3,85.1,91.82,86.31,88.41,6,3,95.57,73.44,93.45,87.3,70.51,3,1,92.36,77.87,46.12,53.18,64.58,77.32,62.11,0.083,0.684,0.0,Moderate_Development
TCH_06596,University_B,Computer Science,Lecturer,PhD,Permanent,2022,Round_1,2,86.78,87.15,,80.4,77.3,8.14,82.33,83.1,13,82.53,66.0,7,8.47,0,6,81.63,64.59,3,1,76.74,80.25,85.8,81.42,9,0,76.53,78.07,88.8,91.9,87.63,8,6,70.77,68.39,41.49,43.67,57.13,64.84,56.29,0.249,0.452,0.0,Moderate_Development
TCH_06597,University_B,Computer Science,Assistant Professor,PhD,Permanent,2021,Round_2,1,65.4,75.07,69.43,84.72,57.03,13.57,63.97,64.9,5,70.32,56.0,5,25.14,0,9,58.58,67.03,0,3,63.44,70.55,76.29,73.26,5,2,54.6,55.77,84.62,75.87,77.31,8,3,64.24,44.79,34.28,36.92,41.49,56.69,40.19,0.709,0.0,0.0,Improvement_Oriented
TCH_06598,University_E,Management,Associate Professor,Master,Permanent,2022,Round_2,10,83.53,77.61,77.49,81.44,70.44,19.39,75.34,82.72,2,83.96,187.297614181949,2,18.78,2,5,71.52,53.79,7,2,79.76,71.66,74.7,79.12,2,2,78.71,62.29,84.82,83.25,82.32,10,1,87.36,61.38,37.1,47.25,46.79,68.64,54.94,0.287,0.398,0.0,Improvement_Oriented
TCH_06599,University_E,Chemistry,Professor,PhD,Contract,2022,Round_1,17,91.99,87.62,88.29,100.0,84.11,18.02,100.0,84.32,10,84.34,153.0,4,14.15,3,3,87.41,68.75,6,2,100.0,85.53,89.8,88.96,6,1,91.26,80.23,98.16,91.38,90.24,10,1,88.16,84.47,50.85,59.23,62.71,80.06,71.57,0.0,0.937,0.219,Moderate_Development
TCH_06600,University_F,Physics,Professor,Master,Permanent,2025,Round_1,23,79.88,86.9,84.08,87.54,69.58,17.13,89.49,73.88,17,71.37,123.0,4,29.07,2,4,81.9,40.74,7,0,84.57,80.96,82.22,71.1,4,1,71.31,75.67,91.88,93.75,94.11,5,4,78.66,67.56,50.31,45.39,48.28,76.49,55.09,0.283,0.404,0.0,Moderate_Development
TCH_06601,University_G,English,Assistant Professor,PhD,Contract,2022,Round_1,6,68.53,64.83,64.64,81.26,43.23,14.26,62.04,65.28,10,51.08,50.0,2,2.43,0,3,52.58,37.69,2,0,55.29,61.24,61.46,62.94,0,1,63.14,76.24,81.55,71.04,60.78,5,4,68.95,37.56,20.63,22.88,34.72,50.91,30.45,0.987,0.0,0.0,Improvement_Oriented
TCH_06602,University_D,Electrical Engineering,Associate Professor,PhD,Permanent,2025,Round_1,17,94.04,80.4,88.97,89.6,89.85,14.43,90.75,88.3,12,94.11,109.0,4,13.63,0,6,83.12,54.9,5,2,83.27,81.37,89.07,89.28,6,6,88.44,79.56,92.85,95.54,89.59,5,1,87.79,79.84,45.04,48.97,70.08,82.87,69.58,0.0,0.983,0.153,Moderate_Development
TCH_06603,University_H,Biotechnology,Professor,PhD,Contract,2025,Round_2,21,89.46,67.73,91.18,88.95,86.65,9.03,82.33,93.76,10,89.31,126.0,4,21.64,1,5,81.11,71.66,9,5,100.0,85.49,80.3,86.43,5,2,83.3,83.1,97.19,87.63,94.9,3,3,80.77,74.49,47.19,69.74,58.85,80.81,68.24,0.0,0.93,0.108,Moderate_Development
TCH_06604,University_E,Biotechnology,Professor,PhD,Visiting,2023,Round_2,24,88.57,88.71,96.61,95.24,96.24,12.57,84.76,91.03,11,96.67,157.0,7,18.98,1,10,92.59,70.96,9,1,93.74,86.7,92.87,86.77,6,2,76.33,89.66,84.27,92.1,92.69,2,4,94.64,84.86,59.01,60.08,62.99,79.22,66.62,0.0,0.865,0.054,Moderate_Development
TCH_06605,University_C,Biotechnology,Assistant Professor,Postdoctoral,Permanent,2021,Round_1,4,78.64,85.47,84.6,87.55,86.74,12.74,74.59,80.62,10,80.69,79.0,3,4.98,2,8,89.87,67.25,5,2,82.77,85.46,88.03,75.34,11,2,92.46,63.34,86.32,88.15,89.09,6,4,89.6,68.49,43.39,52.33,62.39,72.9,65.66,0.0,0.826,0.022,Moderate_Development
TCH_06606,University_B,Physics,Assistant Professor,PhD,Permanent,2025,Round_2,12,89.14,,76.18,96.6,79.76,13.31,89.14,86.71,13,75.3,101.0,6,7.67,2,8,97.39,67.06,2,3,86.84,92.2,88.77,79.5,2,2,77.79,80.75,88.15,91.19,81.31,4,2,85.3,77.52,50.18,53.71,54.37,75.4,64.0,0.029,0.76,0.0,Moderate_Development
TCH_06607,University_E,English,Assistant Professor,Master,Permanent,2024,Round_1,1,88.16,78.53,89.98,91.69,87.93,16.61,78.66,87.48,12,86.01,73.0,5,6.96,3,4,72.99,51.9,5,4,71.98,74.72,84.49,88.48,4,0,89.27,70.95,95.22,89.99,90.68,3,3,91.03,75.23,43.49,46.85,54.93,82.32,58.77,0.178,0.551,0.0,Moderate_Development
TCH_06608,University_C,Biotechnology,Associate Professor,PhD,Permanent,2023,Round_2,2,88.03,89.68,89.93,95.17,98.32,14.14,85.01,84.01,18,88.41,94.0,3,27.07,2,6,87.64,79.98,3,3,93.87,93.59,88.31,90.04,3,3,91.98,91.83,96.21,100.0,97.02,5,3,96.01,81.83,52.52,59.94,65.49,87.84,66.25,0.0,0.85,0.042,Moderate_Development
TCH_06609,University_C,English,Associate Professor,PhD,Permanent,2025,Round_1,10,65.39,63.32,62.98,74.95,49.97,18.69,65.93,69.07,4,50.51,51.0,1,22.63,0,2,61.96,33.25,3,0,56.16,51.29,60.93,62.94,3,0,68.27,56.13,76.86,76.81,79.98,3,4,66.17,36.9,21.57,20.49,32.94,57.71,29.96,1.0,0.0,0.0,Improvement_Oriented
TCH_06610,University_C,Electrical Engineering,Professor,Master,Contract,2025,Round_2,26,91.76,92.55,93.08,88.42,73.56,17.12,75.81,77.68,12,78.35,97.0,4,9.4,0,4,81.44,82.95,5,3,84.69,79.66,85.81,85.04,7,0,75.19,91.86,89.42,82.82,85.85,9,5,77.15,73.55,38.83,55.85,58.6,64.01,53.52,0.328,0.341,0.0,Improvement_Oriented
TCH_06611,University_F,Biotechnology,Professor,Postdoctoral,Visiting,2023,Round_2,23,88.11,76.53,91.61,94.52,96.28,13.82,86.94,92.35,12,73.58,135.0,6,7.22,0,8,80.29,78.47,2,2,80.86,75.03,78.2,97.63,6,2,79.08,63.17,95.12,89.36,83.67,6,4,88.09,80.94,44.99,46.4,56.73,75.07,61.61,0.097,0.664,0.0,Moderate_Development
TCH_06612,University_F,Chemistry,Assistant Professor,PhD,Permanent,2022,Round_1,3,89.46,91.82,92.55,94.76,87.1,13.2,95.33,100.0,11,90.32,107.0,5,29.34,2,3,80.39,68.41,5,2,83.33,94.08,87.65,97.48,8,0,85.52,94.85,95.02,100.0,87.43,0,3,86.96,87.51,49.33,55.48,66.41,85.75,70.46,0.0,0.982,0.182,Moderate_Development
TCH_06613,University_H,Computer Science,Associate Professor,PhD,Permanent,2025,Round_1,6,63.97,59.58,62.02,69.53,58.34,13.1,51.97,59.57,3,56.96,47.0,1,6.01,0,5,49.03,36.48,3,1,57.99,55.37,58.16,42.21,2,2,67.22,60.42,67.58,59.82,74.87,6,2,65.37,29.47,18.52,24.94,30.06,46.42,29.63,1.0,0.0,0.0,Improvement_Oriented
TCH_06614,University_H,Biotechnology,Assistant Professor,Postdoctoral,Permanent,2021,Round_2,1,67.82,65.94,72.36,82.55,69.46,20.05,71.78,78.53,6,60.68,41.0,5,10.17,1,6,52.3,42.01,3,1,56.18,69.57,54.44,53.66,5,1,64.91,48.23,87.89,77.16,77.23,7,3,70.88,50.95,27.9,29.93,30.14,61.33,43.41,0.617,0.0,0.0,Improvement_Oriented
TCH_06615,University_C,English,Associate Professor,PhD,Permanent,2025,Round_1,11,70.75,74.97,61.43,74.98,61.03,12.36,67.15,73.74,11,73.31,70.0,2,18.4,0,4,48.07,,6,1,61.08,66.35,74.25,54.43,4,0,78.17,64.89,85.29,70.64,76.23,2,3,73.82,44.5,29.69,38.01,39.76,62.74,37.3,0.791,0.0,0.0,Improvement_Oriented
TCH_06616,University_G,Computer Science,Associate Professor,Postdoctoral,Contract,2023,Round_1,9,83.83,89.51,87.46,93.66,73.56,22.55,82.89,70.25,15,72.84,83.0,4,5.29,0,6,91.76,63.05,1,0,87.35,78.37,95.5,76.8,5,0,93.09,,87.39,91.26,79.12,3,4,91.05,70.65,40.56,41.38,59.68,74.11,55.72,0.265,0.429,0.0,Moderate_Development
